seatId,sectionId,row,number,status,version
SEAT5879,SEC6,44,19,BOOKED,0
SEAT5880,SEC6,44,20,BOOKED,0
SEAT5881,SEC6,45,1,BOOKED,0
SEAT5882,SEC6,45,2,BOOKED,0
SEAT5883,SEC6,45,3,BOOKED,0
SEAT5884,SEC6,45,4,BOOKED,0
SEAT5885,SEC6,45,5,BOOKED,0
SEAT5886,SEC6,45,6,BOOKED,0
SEAT5887,SEC6,45,7,BOOKED,0
SEAT5888,SEC6,45,8,BOOKED,0
SEAT5889,SEC6,45,9,BOOKED,0
SEAT5890,SEC6,45,10,BOOKED,0
SEAT5891,SEC6,45,11,BOOKED,0
SEAT5892,SEC6,45,12,BOOKED,0
SEAT5893,SEC6,45,13,BOOKED,0
SEAT5894,SEC6,45,14,BOOKED,0
SEAT5895,SEC6,45,15,AVAILABLE,0
SEAT5896,SEC6,45,16,BOOKED,0
SEAT5897,SEC6,45,17,BOOKED,0
SEAT5898,SEC6,45,18,BOOKED,0
SEAT5899,SEC6,45,19,BOOKED,0
SEAT5900,SEC6,45,20,AVAILABLE,0
SEAT5901,SEC6,46,1,BOOKED,0
SEAT5902,SEC6,46,2,BOOKED,0
SEAT5903,SEC6,46,3,BOOKED,0
SEAT5904,SEC6,46,4,BOOKED,0
SEAT5905,SEC6,46,5,BOOKED,0
SEAT5906,SEC6,46,6,BOOKED,0
SEAT5907,SEC6,46,7,BOOKED,0
SEAT5908,SEC6,46,8,BOOKED,0
SEAT5909,SEC6,46,9,BOOKED,0
SEAT5910,SEC6,46,10,BOOKED,0
SEAT5911,SEC6,46,11,BOOKED,0
SEAT5912,SEC6,46,12,BOOKED,0
SEAT5913,SEC6,46,13,BOOKED,0
SEAT5914,SEC6,46,14,BOOKED,0
SEAT5915,SEC6,46,15,BOOKED,0
SEAT5916,SEC6,46,16,BOOKED,0
SEAT5917,SEC6,46,17,BOOKED,0
SEAT5918,SEC6,46,18,BOOKED,0
SEAT5919,SEC6,46,19,BOOKED,0
SEAT5920,SEC6,46,20,BOOKED,0
SEAT5921,SEC6,47,1,BOOKED,0
SEAT5922,SEC6,47,2,BOOKED,0
SEAT5923,SEC6,47,3,BOOKED,0
SEAT5924,SEC6,47,4,BOOKED,0
SEAT5925,SEC6,47,5,BOOKED,0
SEAT5926,SEC6,47,6,BOOKED,0
SEAT5927,SEC6,47,7,BOOKED,0
SEAT5928,SEC6,47,8,BOOKED,0
SEAT5929,SEC6,47,9,BOOKED,0
SEAT5930,SEC6,47,10,BOOKED,0
SEAT5931,SEC6,47,11,BOOKED,0
SEAT5932,SEC6,47,12,BOOKED,0
SEAT5933,SEC6,47,13,BOOKED,0
SEAT5934,SEC6,47,14,BOOKED,0
SEAT5935,SEC6,47,15,BOOKED,0
SEAT5936,SEC6,47,16,BOOKED,0
SEAT5937,SEC6,47,17,BOOKED,0
SEAT5938,SEC6,47,18,BOOKED,0
SEAT5939,SEC6,47,19,BOOKED,0
SEAT5940,SEC6,47,20,BOOKED,0
SEAT5941,SEC6,48,1,BOOKED,0
SEAT5942,SEC6,48,2,BOOKED,0
SEAT5943,SEC6,48,3,BOOKED,0
SEAT5944,SEC6,48,4,BOOKED,0
SEAT5945,SEC6,48,5,AVAILABLE,0
SEAT5946,SEC6,48,6,BOOKED,0
SEAT5947,SEC6,48,7,BOOKED,0
SEAT5948,SEC6,48,8,BOOKED,0
SEAT5949,SEC6,48,9,BOOKED,0
SEAT5950,SEC6,48,10,BOOKED,0
SEAT5951,SEC6,48,11,BOOKED,0
SEAT5952,SEC6,48,12,BOOKED,0
SEAT5953,SEC6,48,13,BOOKED,0
SEAT5954,SEC6,48,14,BOOKED,0
SEAT5955,SEC6,48,15,BOOKED,0
SEAT5956,SEC6,48,16,BOOKED,0
SEAT5957,SEC6,48,17,BOOKED,0
SEAT5958,SEC6,48,18,BOOKED,0
SEAT5959,SEC6,48,19,BOOKED,0
SEAT5960,SEC6,48,20,BOOKED,0
SEAT5961,SEC6,49,1,BOOKED,0
SEAT5962,SEC6,49,2,BOOKED,0
SEAT5963,SEC6,49,3,BOOKED,0
SEAT5964,SEC6,49,4,BOOKED,0
SEAT5965,SEC6,49,5,BOOKED,0
SEAT5966,SEC6,49,6,BOOKED,0
SEAT5967,SEC6,49,7,BOOKED,0
SEAT5968,SEC6,49,8,BOOKED,0
SEAT5969,SEC6,49,9,BOOKED,0
SEAT5970,SEC6,49,10,BOOKED,0
SEAT5971,SEC6,49,11,AVAILABLE,0
SEAT5972,SEC6,49,12,BOOKED,0
SEAT5973,SEC6,49,13,BOOKED,0
SEAT5974,SEC6,49,14,BOOKED,0
SEAT5975,SEC6,49,15,BOOKED,0
SEAT5976,SEC6,49,16,BOOKED,0
SEAT5977,SEC6,49,17,BOOKED,0
SEAT5978,SEC6,49,18,AVAILABLE,0
SEAT5979,SEC6,49,19,BOOKED,0
SEAT5980,SEC6,49,20,BOOKED,0
SEAT5981,SEC6,50,1,BOOKED,0
SEAT5982,SEC6,50,2,BOOKED,0
SEAT5983,SEC6,50,3,BOOKED,0
SEAT5984,SEC6,50,4,BOOKED,0
SEAT5985,SEC6,50,5,BOOKED,0
SEAT5986,SEC6,50,6,BOOKED,0
SEAT5987,SEC6,50,7,BOOKED,0
SEAT5988,SEC6,50,8,BOOKED,0
SEAT5989,SEC6,50,9,BOOKED,0
SEAT5990,SEC6,50,10,BOOKED,0
SEAT5991,SEC6,50,11,BOOKED,0
SEAT5992,SEC6,50,12,BOOKED,0
SEAT5993,SEC6,50,13,BOOKED,0
SEAT5994,SEC6,50,14,BOOKED,0
SEAT5995,SEC6,50,15,BOOKED,0
SEAT5996,SEC6,50,16,BOOKED,0
SEAT5997,SEC6,50,17,BOOKED,0
SEAT5998,SEC6,50,18,BOOKED,0
SEAT5999,SEC6,50,19,BOOKED,0
SEAT6000,SEC6,50,20,BOOKED,0
SEAT6001,SEC7,1,1,BOOKED,0
SEAT6002,SEC7,1,2,BOOKED,0
SEAT6003,SEC7,1,3,BOOKED,0
SEAT6004,SEC7,1,4,AVAILABLE,0
SEAT6005,SEC7,1,5,BOOKED,0
SEAT6006,SEC7,1,6,AVAILABLE,0
SEAT6007,SEC7,1,7,BOOKED,0
SEAT6008,SEC7,1,8,BOOKED,0
SEAT6009,SEC7,1,9,BOOKED,0
SEAT6010,SEC7,1,10,AVAILABLE,0
SEAT6011,SEC7,1,11,BOOKED,0
SEAT6012,SEC7,1,12,BOOKED,0
SEAT6013,SEC7,1,13,BOOKED,0
SEAT6014,SEC7,1,14,BOOKED,0
SEAT6015,SEC7,1,15,BOOKED,0
SEAT6016,SEC7,1,16,BOOKED,0
SEAT6017,SEC7,1,17,BOOKED,0
SEAT6018,SEC7,1,18,BOOKED,0
SEAT6019,SEC7,1,19,BOOKED,0
SEAT6020,SEC7,1,20,BOOKED,0
SEAT6021,SEC7,2,1,BOOKED,0
SEAT6022,SEC7,2,2,BOOKED,0
SEAT6023,SEC7,2,3,BOOKED,0
SEAT6024,SEC7,2,4,BOOKED,0
SEAT6025,SEC7,2,5,BOOKED,0
SEAT6026,SEC7,2,6,BOOKED,0
SEAT6027,SEC7,2,7,BOOKED,0
SEAT6028,SEC7,2,8,BOOKED,0
SEAT6029,SEC7,2,9,BOOKED,0
SEAT6030,SEC7,2,10,BOOKED,0
SEAT6031,SEC7,2,11,AVAILABLE,0
SEAT6032,SEC7,2,12,BOOKED,0
SEAT6033,SEC7,2,13,BOOKED,0
SEAT6034,SEC7,2,14,BOOKED,0
SEAT6035,SEC7,2,15,BOOKED,0
SEAT6036,SEC7,2,16,BOOKED,0
SEAT6037,SEC7,2,17,BOOKED,0
SEAT6038,SEC7,2,18,BOOKED,0
SEAT6039,SEC7,2,19,BOOKED,0
SEAT6040,SEC7,2,20,BOOKED,0
SEAT6041,SEC7,3,1,BOOKED,0
SEAT6042,SEC7,3,2,BOOKED,0
SEAT6043,SEC7,3,3,BOOKED,0
SEAT6044,SEC7,3,4,BOOKED,0
SEAT6045,SEC7,3,5,BOOKED,0
SEAT6046,SEC7,3,6,BOOKED,0
SEAT6047,SEC7,3,7,BOOKED,0
SEAT6048,SEC7,3,8,BOOKED,0
SEAT6049,SEC7,3,9,BOOKED,0
SEAT6050,SEC7,3,10,BOOKED,0
SEAT6051,SEC7,3,11,BOOKED,0
SEAT6052,SEC7,3,12,BOOKED,0
SEAT6053,SEC7,3,13,BOOKED,0
SEAT6054,SEC7,3,14,BOOKED,0
SEAT6055,SEC7,3,15,BOOKED,0
SEAT6056,SEC7,3,16,BOOKED,0
SEAT6057,SEC7,3,17,BOOKED,0
SEAT6058,SEC7,3,18,BOOKED,0
SEAT6059,SEC7,3,19,BOOKED,0
SEAT6060,SEC7,3,20,BOOKED,0
SEAT6061,SEC7,4,1,BOOKED,0
SEAT6062,SEC7,4,2,BOOKED,0
SEAT6063,SEC7,4,3,BOOKED,0
SEAT6064,SEC7,4,4,BOOKED,0
SEAT6065,SEC7,4,5,BOOKED,0
SEAT6066,SEC7,4,6,BOOKED,0
SEAT6067,SEC7,4,7,BOOKED,0
SEAT6068,SEC7,4,8,BOOKED,0
SEAT6069,SEC7,4,9,BOOKED,0
SEAT6070,SEC7,4,10,BOOKED,0
SEAT6071,SEC7,4,11,BOOKED,0
SEAT6072,SEC7,4,12,BOOKED,0
SEAT6073,SEC7,4,13,BOOKED,0
SEAT6074,SEC7,4,14,BOOKED,0
SEAT6075,SEC7,4,15,BOOKED,0
SEAT6076,SEC7,4,16,BOOKED,0
SEAT6077,SEC7,4,17,BOOKED,0
SEAT6078,SEC7,4,18,BOOKED,0
SEAT6079,SEC7,4,19,BOOKED,0
SEAT6080,SEC7,4,20,BOOKED,0
SEAT6081,SEC7,5,1,BOOKED,0
SEAT6082,SEC7,5,2,BOOKED,0
SEAT6083,SEC7,5,3,BOOKED,0
SEAT6084,SEC7,5,4,BOOKED,0
SEAT6085,SEC7,5,5,BOOKED,0
SEAT6086,SEC7,5,6,BOOKED,0
SEAT6087,SEC7,5,7,BOOKED,0
SEAT6088,SEC7,5,8,BOOKED,0
SEAT6089,SEC7,5,9,BOOKED,0
SEAT6090,SEC7,5,10,BOOKED,0
SEAT6091,SEC7,5,11,BOOKED,0
SEAT6092,SEC7,5,12,BOOKED,0
SEAT6093,SEC7,5,13,BOOKED,0
SEAT6094,SEC7,5,14,BOOKED,0
SEAT6095,SEC7,5,15,BOOKED,0
SEAT6096,SEC7,5,16,BOOKED,0
SEAT6097,SEC7,5,17,BOOKED,0
SEAT6098,SEC7,5,18,BOOKED,0
SEAT6099,SEC7,5,19,BOOKED,0
SEAT6100,SEC7,5,20,BOOKED,0
SEAT6101,SEC7,6,1,BOOKED,0
SEAT6102,SEC7,6,2,BOOKED,0
SEAT6103,SEC7,6,3,BOOKED,0
SEAT6104,SEC7,6,4,BOOKED,0
SEAT6105,SEC7,6,5,BOOKED,0
SEAT6106,SEC7,6,6,BOOKED,0
SEAT6107,SEC7,6,7,BOOKED,0
SEAT6108,SEC7,6,8,BOOKED,0
SEAT6109,SEC7,6,9,BOOKED,0
SEAT6110,SEC7,6,10,BOOKED,0
SEAT6111,SEC7,6,11,BOOKED,0
SEAT6112,SEC7,6,12,BOOKED,0
SEAT6113,SEC7,6,13,BOOKED,0
SEAT6114,SEC7,6,14,BOOKED,0
SEAT6115,SEC7,6,15,BOOKED,0
SEAT6116,SEC7,6,16,BOOKED,0
SEAT6117,SEC7,6,17,BOOKED,0
SEAT6118,SEC7,6,18,BOOKED,0
SEAT6119,SEC7,6,19,BOOKED,0
SEAT6120,SEC7,6,20,BOOKED,0
SEAT6121,SEC7,7,1,BOOKED,0
SEAT6122,SEC7,7,2,BOOKED,0
SEAT6123,SEC7,7,3,BOOKED,0
SEAT6124,SEC7,7,4,BOOKED,0
SEAT6125,SEC7,7,5,BOOKED,0
SEAT6126,SEC7,7,6,BOOKED,0
SEAT6127,SEC7,7,7,AVAILABLE,0
SEAT6128,SEC7,7,8,BOOKED,0
SEAT6129,SEC7,7,9,AVAILABLE,0
SEAT6130,SEC7,7,10,BOOKED,0
SEAT6131,SEC7,7,11,BOOKED,0
SEAT6132,SEC7,7,12,BOOKED,0
SEAT6133,SEC7,7,13,BOOKED,0
SEAT6134,SEC7,7,14,BOOKED,0
SEAT6135,SEC7,7,15,BOOKED,0
SEAT6136,SEC7,7,16,BOOKED,0
SEAT6137,SEC7,7,17,BOOKED,0
SEAT6138,SEC7,7,18,BOOKED,0
SEAT6139,SEC7,7,19,BOOKED,0
SEAT6140,SEC7,7,20,BOOKED,0
SEAT6141,SEC7,8,1,BOOKED,0
SEAT6142,SEC7,8,2,BOOKED,0
SEAT6143,SEC7,8,3,BOOKED,0
SEAT6144,SEC7,8,4,BOOKED,0
SEAT6145,SEC7,8,5,BOOKED,0
SEAT6146,SEC7,8,6,BOOKED,0
SEAT6147,SEC7,8,7,BOOKED,0
SEAT6148,SEC7,8,8,BOOKED,0
SEAT6149,SEC7,8,9,BOOKED,0
SEAT6150,SEC7,8,10,AVAILABLE,0
SEAT6151,SEC7,8,11,BOOKED,0
SEAT6152,SEC7,8,12,BOOKED,0
SEAT6153,SEC7,8,13,BOOKED,0
SEAT6154,SEC7,8,14,BOOKED,0
SEAT6155,SEC7,8,15,BOOKED,0
SEAT6156,SEC7,8,16,BOOKED,0
SEAT6157,SEC7,8,17,BOOKED,0
SEAT6158,SEC7,8,18,AVAILABLE,0
SEAT6159,SEC7,8,19,BOOKED,0
SEAT6160,SEC7,8,20,BOOKED,0
SEAT6161,SEC7,9,1,BOOKED,0
SEAT6162,SEC7,9,2,BOOKED,0
SEAT6163,SEC7,9,3,BOOKED,0
SEAT6164,SEC7,9,4,BOOKED,0
SEAT6165,SEC7,9,5,BOOKED,0
SEAT6166,SEC7,9,6,BOOKED,0
SEAT6167,SEC7,9,7,BOOKED,0
SEAT6168,SEC7,9,8,BOOKED,0
SEAT6169,SEC7,9,9,BOOKED,0
SEAT6170,SEC7,9,10,BOOKED,0
SEAT6171,SEC7,9,11,AVAILABLE,0
SEAT6172,SEC7,9,12,BOOKED,0
SEAT6173,SEC7,9,13,BOOKED,0
SEAT6174,SEC7,9,14,BOOKED,0
SEAT6175,SEC7,9,15,BOOKED,0
SEAT6176,SEC7,9,16,BOOKED,0
SEAT6177,SEC7,9,17,BOOKED,0
SEAT6178,SEC7,9,18,BOOKED,0
SEAT6179,SEC7,9,19,BOOKED,0
SEAT6180,SEC7,9,20,BOOKED,0
SEAT6181,SEC7,10,1,BOOKED,0
SEAT6182,SEC7,10,2,BOOKED,0
SEAT6183,SEC7,10,3,BOOKED,0
SEAT6184,SEC7,10,4,BOOKED,0
SEAT6185,SEC7,10,5,BOOKED,0
SEAT6186,SEC7,10,6,BOOKED,0
SEAT6187,SEC7,10,7,BOOKED,0
SEAT6188,SEC7,10,8,BOOKED,0
SEAT6189,SEC7,10,9,BOOKED,0
SEAT6190,SEC7,10,10,AVAILABLE,0
SEAT6191,SEC7,10,11,BOOKED,0
SEAT6192,SEC7,10,12,BOOKED,0
SEAT6193,SEC7,10,13,BOOKED,0
SEAT6194,SEC7,10,14,BOOKED,0
SEAT6195,SEC7,10,15,BOOKED,0
SEAT6196,SEC7,10,16,BOOKED,0
SEAT6197,SEC7,10,17,BOOKED,0
SEAT6198,SEC7,10,18,BOOKED,0
SEAT6199,SEC7,10,19,BOOKED,0
SEAT6200,SEC7,10,20,BOOKED,0
SEAT6201,SEC7,11,1,BOOKED,0
SEAT6202,SEC7,11,2,BOOKED,0
SEAT6203,SEC7,11,3,BOOKED,0
SEAT6204,SEC7,11,4,BOOKED,0
SEAT6205,SEC7,11,5,BOOKED,0
SEAT6206,SEC7,11,6,BOOKED,0
SEAT6207,SEC7,11,7,BOOKED,0
SEAT6208,SEC7,11,8,BOOKED,0
SEAT6209,SEC7,11,9,BOOKED,0
SEAT6210,SEC7,11,10,BOOKED,0
SEAT6211,SEC7,11,11,BOOKED,0
SEAT6212,SEC7,11,12,BOOKED,0
SEAT6213,SEC7,11,13,BOOKED,0
SEAT6214,SEC7,11,14,BOOKED,0
SEAT6215,SEC7,11,15,BOOKED,0
SEAT6216,SEC7,11,16,BOOKED,0
SEAT6217,SEC7,11,17,BOOKED,0
SEAT6218,SEC7,11,18,BOOKED,0
SEAT6219,SEC7,11,19,AVAILABLE,0
SEAT6220,SEC7,11,20,BOOKED,0
SEAT6221,SEC7,12,1,BOOKED,0
SEAT6222,SEC7,12,2,BOOKED,0
SEAT6223,SEC7,12,3,BOOKED,0
SEAT6224,SEC7,12,4,BOOKED,0
SEAT6225,SEC7,12,5,BOOKED,0
SEAT6226,SEC7,12,6,BOOKED,0
SEAT6227,SEC7,12,7,BOOKED,0
SEAT6228,SEC7,12,8,BOOKED,0
SEAT6229,SEC7,12,9,BOOKED,0
SEAT6230,SEC7,12,10,BOOKED,0
SEAT6231,SEC7,12,11,BOOKED,0
SEAT6232,SEC7,12,12,BOOKED,0
SEAT6233,SEC7,12,13,BOOKED,0
SEAT6234,SEC7,12,14,BOOKED,0
SEAT6235,SEC7,12,15,BOOKED,0
SEAT6236,SEC7,12,16,BOOKED,0
SEAT6237,SEC7,12,17,BOOKED,0
SEAT6238,SEC7,12,18,BOOKED,0
SEAT6239,SEC7,12,19,BOOKED,0
SEAT6240,SEC7,12,20,BOOKED,0
SEAT6241,SEC7,13,1,BOOKED,0
SEAT6242,SEC7,13,2,BOOKED,0
SEAT6243,SEC7,13,3,BOOKED,0
SEAT6244,SEC7,13,4,BOOKED,0
SEAT6245,SEC7,13,5,AVAILABLE,0
SEAT6246,SEC7,13,6,BOOKED,0
SEAT6247,SEC7,13,7,BOOKED,0
SEAT6248,SEC7,13,8,BOOKED,0
SEAT6249,SEC7,13,9,AVAILABLE,0
SEAT6250,SEC7,13,10,BOOKED,0
SEAT6251,SEC7,13,11,BOOKED,0
SEAT6252,SEC7,13,12,BOOKED,0
SEAT6253,SEC7,13,13,BOOKED,0
SEAT6254,SEC7,13,14,BOOKED,0
SEAT6255,SEC7,13,15,BOOKED,0
SEAT6256,SEC7,13,16,BOOKED,0
SEAT6257,SEC7,13,17,BOOKED,0
SEAT6258,SEC7,13,18,BOOKED,0
SEAT6259,SEC7,13,19,BOOKED,0
SEAT6260,SEC7,13,20,BOOKED,0
SEAT6261,SEC7,14,1,BOOKED,0
SEAT6262,SEC7,14,2,BOOKED,0
SEAT6263,SEC7,14,3,BOOKED,0
SEAT6264,SEC7,14,4,BOOKED,0
SEAT6265,SEC7,14,5,BOOKED,0
SEAT6266,SEC7,14,6,BOOKED,0
SEAT6267,SEC7,14,7,BOOKED,0
SEAT6268,SEC7,14,8,BOOKED,0
SEAT6269,SEC7,14,9,BOOKED,0
SEAT6270,SEC7,14,10,BOOKED,0
SEAT6271,SEC7,14,11,BOOKED,0
SEAT6272,SEC7,14,12,BOOKED,0
SEAT6273,SEC7,14,13,BOOKED,0
SEAT6274,SEC7,14,14,BOOKED,0
SEAT6275,SEC7,14,15,BOOKED,0
SEAT6276,SEC7,14,16,BOOKED,0
SEAT6277,SEC7,14,17,BOOKED,0
SEAT6278,SEC7,14,18,BOOKED,0
SEAT6279,SEC7,14,19,BOOKED,0
SEAT6280,SEC7,14,20,BOOKED,0
SEAT6281,SEC7,15,1,BOOKED,0
SEAT6282,SEC7,15,2,BOOKED,0
SEAT6283,SEC7,15,3,BOOKED,0
SEAT6284,SEC7,15,4,BOOKED,0
SEAT6285,SEC7,15,5,BOOKED,0
SEAT6286,SEC7,15,6,BOOKED,0
SEAT6287,SEC7,15,7,BOOKED,0
SEAT6288,SEC7,15,8,BOOKED,0
SEAT6289,SEC7,15,9,BOOKED,0
SEAT6290,SEC7,15,10,BOOKED,0
SEAT6291,SEC7,15,11,BOOKED,0
SEAT6292,SEC7,15,12,BOOKED,0
SEAT6293,SEC7,15,13,BOOKED,0
SEAT6294,SEC7,15,14,BOOKED,0
SEAT6295,SEC7,15,15,BOOKED,0
SEAT6296,SEC7,15,16,BOOKED,0
SEAT6297,SEC7,15,17,BOOKED,0
SEAT6298,SEC7,15,18,BOOKED,0
SEAT6299,SEC7,15,19,BOOKED,0
SEAT6300,SEC7,15,20,BOOKED,0
SEAT6301,SEC7,16,1,BOOKED,0
SEAT6302,SEC7,16,2,BOOKED,0
SEAT6303,SEC7,16,3,BOOKED,0
SEAT6304,SEC7,16,4,BOOKED,0
SEAT6305,SEC7,16,5,BOOKED,0
SEAT6306,SEC7,16,6,BOOKED,0
SEAT6307,SEC7,16,7,BOOKED,0
SEAT6308,SEC7,16,8,BOOKED,0
SEAT6309,SEC7,16,9,BOOKED,0
SEAT6310,SEC7,16,10,BOOKED,0
SEAT6311,SEC7,16,11,AVAILABLE,0
SEAT6312,SEC7,16,12,BOOKED,0
SEAT6313,SEC7,16,13,BOOKED,0
SEAT6314,SEC7,16,14,BOOKED,0
SEAT6315,SEC7,16,15,BOOKED,0
SEAT6316,SEC7,16,16,AVAILABLE,0
SEAT6317,SEC7,16,17,BOOKED,0
SEAT6318,SEC7,16,18,BOOKED,0
SEAT6319,SEC7,16,19,BOOKED,0
SEAT6320,SEC7,16,20,BOOKED,0
SEAT6321,SEC7,17,1,BOOKED,0
SEAT6322,SEC7,17,2,BOOKED,0
SEAT6323,SEC7,17,3,BOOKED,0
SEAT6324,SEC7,17,4,BOOKED,0
SEAT6325,SEC7,17,5,BOOKED,0
SEAT6326,SEC7,17,6,BOOKED,0
SEAT6327,SEC7,17,7,BOOKED,0
SEAT6328,SEC7,17,8,BOOKED,0
SEAT6329,SEC7,17,9,BOOKED,0
SEAT6330,SEC7,17,10,BOOKED,0
SEAT6331,SEC7,17,11,BOOKED,0
SEAT6332,SEC7,17,12,BOOKED,0
SEAT6333,SEC7,17,13,BOOKED,0
SEAT6334,SEC7,17,14,BOOKED,0
SEAT6335,SEC7,17,15,BOOKED,0
SEAT6336,SEC7,17,16,BOOKED,0
SEAT6337,SEC7,17,17,BOOKED,0
SEAT6338,SEC7,17,18,BOOKED,0
SEAT6339,SEC7,17,19,BOOKED,0
SEAT6340,SEC7,17,20,BOOKED,0
SEAT6341,SEC7,18,1,BOOKED,0
SEAT6342,SEC7,18,2,BOOKED,0
SEAT6343,SEC7,18,3,BOOKED,0
SEAT6344,SEC7,18,4,BOOKED,0
SEAT6345,SEC7,18,5,BOOKED,0
SEAT6346,SEC7,18,6,BOOKED,0
SEAT6347,SEC7,18,7,BOOKED,0
SEAT6348,SEC7,18,8,BOOKED,0
SEAT6349,SEC7,18,9,BOOKED,0
SEAT6350,SEC7,18,10,AVAILABLE,0
SEAT6351,SEC7,18,11,BOOKED,0
SEAT6352,SEC7,18,12,BOOKED,0
SEAT6353,SEC7,18,13,BOOKED,0
SEAT6354,SEC7,18,14,BOOKED,0
SEAT6355,SEC7,18,15,BOOKED,0
SEAT6356,SEC7,18,16,BOOKED,0
SEAT6357,SEC7,18,17,BOOKED,0
SEAT6358,SEC7,18,18,BOOKED,0
SEAT6359,SEC7,18,19,BOOKED,0
SEAT6360,SEC7,18,20,BOOKED,0
SEAT6361,SEC7,19,1,BOOKED,0
SEAT6362,SEC7,19,2,BOOKED,0
SEAT6363,SEC7,19,3,BOOKED,0
SEAT6364,SEC7,19,4,BOOKED,0
SEAT6365,SEC7,19,5,BOOKED,0
SEAT6366,SEC7,19,6,BOOKED,0
SEAT6367,SEC7,19,7,BOOKED,0
SEAT6368,SEC7,19,8,BOOKED,0
SEAT6369,SEC7,19,9,BOOKED,0
SEAT6370,SEC7,19,10,BOOKED,0
SEAT6371,SEC7,19,11,BOOKED,0
SEAT6372,SEC7,19,12,BOOKED,0
SEAT6373,SEC7,19,13,BOOKED,0
SEAT6374,SEC7,19,14,BOOKED,0
SEAT6375,SEC7,19,15,BOOKED,0
SEAT6376,SEC7,19,16,BOOKED,0
SEAT6377,SEC7,19,17,BOOKED,0
SEAT6378,SEC7,19,18,BOOKED,0
SEAT6379,SEC7,19,19,BOOKED,0
SEAT6380,SEC7,19,20,BOOKED,0
SEAT6381,SEC7,20,1,BOOKED,0
SEAT6382,SEC7,20,2,BOOKED,0
SEAT6383,SEC7,20,3,BOOKED,0
SEAT6384,SEC7,20,4,BOOKED,0
SEAT6385,SEC7,20,5,BOOKED,0
SEAT6386,SEC7,20,6,BOOKED,0
SEAT6387,SEC7,20,7,BOOKED,0
SEAT6388,SEC7,20,8,BOOKED,0
SEAT6389,SEC7,20,9,BOOKED,0
SEAT6390,SEC7,20,10,BOOKED,0
SEAT6391,SEC7,20,11,BOOKED,0
SEAT6392,SEC7,20,12,BOOKED,0
SEAT6393,SEC7,20,13,BOOKED,0
SEAT6394,SEC7,20,14,BOOKED,0
SEAT6395,SEC7,20,15,BOOKED,0
SEAT6396,SEC7,20,16,BOOKED,0
SEAT6397,SEC7,20,17,BOOKED,0
SEAT6398,SEC7,20,18,BOOKED,0
SEAT6399,SEC7,20,19,BOOKED,0
SEAT6400,SEC7,20,20,BOOKED,0
SEAT6401,SEC7,21,1,BOOKED,0
SEAT6402,SEC7,21,2,BOOKED,0
SEAT6403,SEC7,21,3,BOOKED,0
SEAT6404,SEC7,21,4,BOOKED,0
SEAT6405,SEC7,21,5,BOOKED,0
SEAT6406,SEC7,21,6,BOOKED,0
SEAT6407,SEC7,21,7,BOOKED,0
SEAT6408,SEC7,21,8,BOOKED,0
SEAT6409,SEC7,21,9,BOOKED,0
SEAT6410,SEC7,21,10,BOOKED,0
SEAT6411,SEC7,21,11,BOOKED,0
SEAT6412,SEC7,21,12,BOOKED,0
SEAT6413,SEC7,21,13,BOOKED,0
SEAT6414,SEC7,21,14,BOOKED,0
SEAT6415,SEC7,21,15,BOOKED,0
SEAT6416,SEC7,21,16,BOOKED,0
SEAT6417,SEC7,21,17,BOOKED,0
SEAT6418,SEC7,21,18,BOOKED,0
SEAT6419,SEC7,21,19,BOOKED,0
SEAT6420,SEC7,21,20,BOOKED,0
SEAT6421,SEC7,22,1,BOOKED,0
SEAT6422,SEC7,22,2,BOOKED,0
SEAT6423,SEC7,22,3,BOOKED,0
SEAT6424,SEC7,22,4,BOOKED,0
SEAT6425,SEC7,22,5,BOOKED,0
SEAT6426,SEC7,22,6,BOOKED,0
SEAT6427,SEC7,22,7,BOOKED,0
SEAT6428,SEC7,22,8,BOOKED,0
SEAT6429,SEC7,22,9,BOOKED,0
SEAT6430,SEC7,22,10,BOOKED,0
SEAT6431,SEC7,22,11,BOOKED,0
SEAT6432,SEC7,22,12,BOOKED,0
SEAT6433,SEC7,22,13,BOOKED,0
SEAT6434,SEC7,22,14,BOOKED,0
SEAT6435,SEC7,22,15,BOOKED,0
SEAT6436,SEC7,22,16,BOOKED,0
SEAT6437,SEC7,22,17,BOOKED,0
SEAT6438,SEC7,22,18,BOOKED,0
SEAT6439,SEC7,22,19,BOOKED,0
SEAT6440,SEC7,22,20,BOOKED,0
SEAT6441,SEC7,23,1,BOOKED,0
SEAT6442,SEC7,23,2,BOOKED,0
SEAT6443,SEC7,23,3,BOOKED,0
SEAT6444,SEC7,23,4,BOOKED,0
SEAT6445,SEC7,23,5,BOOKED,0
SEAT6446,SEC7,23,6,BOOKED,0
SEAT6447,SEC7,23,7,BOOKED,0
SEAT6448,SEC7,23,8,BOOKED,0
SEAT6449,SEC7,23,9,BOOKED,0
SEAT6450,SEC7,23,10,BOOKED,0
SEAT6451,SEC7,23,11,BOOKED,0
SEAT6452,SEC7,23,12,BOOKED,0
SEAT6453,SEC7,23,13,BOOKED,0
SEAT6454,SEC7,23,14,BOOKED,0
SEAT6455,SEC7,23,15,BOOKED,0
SEAT6456,SEC7,23,16,BOOKED,0
SEAT6457,SEC7,23,17,BOOKED,0
SEAT6458,SEC7,23,18,BOOKED,0
